"AX2"	"AX3"	"AX4"	"AX5"	"DPS1"	"DPS2"	"DPS3"	"DPS4"	"DPS5"	"DVM1"	"DVM2"	"DVM4"	"DVM5"	"DVM6"
"Sro522_g159680.1"	19	3	2	26	11	15	2	7	11	0	22	14	7	27
"Sro522_g159690.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro523_g159700.1"	39	19	70	62	18	47	7	31	62	9	31	8	20	44
"Sro523_g159710.1"	3	2	12	11	10	0	0	0	10	0	0	3	2	4
"Sro523_g159720.1"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"Sro523_g159730.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro523_g159740.1"	5	8	7	2	0	0	0	0	5	0	0	0	3	0
"Sro523_g159750.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro523_g159760.1"	0	6	7	0	0	0	0	0	0	0	0	0	0	0
"Sro523_g159770.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro523_g159780.1"	0	0	0	1	14	8	0	0	8	0	0	0	0	1
"Sro523_g159790.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro523_g159800.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro523_g159810.1"	3	3	7	1	8	3	0	0	4	0	6	3	0	0
"Sro523_g159820.1"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"Sro523_g159830.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro523_g159840.1"	1	0	0	2	0	8	0	0	0	0	0	0	0	0
"Sro523_g159850.1"	0	0	0	5	0	4	0	0	5	0	0	0	0	0
"Sro523_g159850.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro524_g159860.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro524_g159870.1"	4	18	36	33	28	25	6	8	35	4	10	5	7	10
"Sro524_g159880.1"	26	22	32	44	27	25	4	19	88	8	2	4	5	9
"Sro524_g159890.1"	34	15	120	112	88	26	6	49	70	24	27	11	9	39
"Sro524_g159900.1"	119	65	163	272	171	115	49	82	93	22	55	11	34	157
"Sro524_g159910.1"	0	3	0	40	0	0	0	4	9	0	0	0	0	0
"Sro524_g159920.1"	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"Sro524_g159930.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro524_g159940.1"	0	4	0	7	0	0	1	0	0	0	0	0	0	0
"Sro524_g159950.1"	48	43	114	126	63	55	29	56	58	12	59	16	11	91
"Sro524_g159960.1"	1	0	0	15	16	21	0	6	4	0	2	0	8	6
"Sro524_g159970.1"	1	2	11	18	0	2	1	0	12	0	0	0	0	8
"Sro524_g159980.1"	130	162	351	830	431	294	138	202	208	38	132	105	71	542
"Sro524_g159990.1"	15	17	53	51	13	11	12	17	24	7	7	0	0	3
"Sro524_g160000.1"	0	0	6	0	0	0	0	0	1	0	0	0	0	0
"Sro524_g160010.1"	34	27	124	89	85	41	21	26	58	5	22	38	8	38
"Sro524_g160020.1"	0	0	0	0	0	3	3	0	0	0	0	0	0	0
"Sro524_g160030.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro524_g160040.1"	63	51	246	256	104	68	63	81	192	13	26	36	16	109
"Sro524_g160050.1"	0	0	0	2	0	0	0	2	9	0	0	0	0	2
"Sro524_g160060.1"	12	3	1	4	1	0	0	0	1	0	0	0	0	0
"Sro524_g160070.1"	13	1	0	15	25	3	0	4	9	0	7	0	2	19
"Sro525_g160080.1"	8	4	20	28	29	10	12	4	44	2	3	6	11	16
"Sro525_g160090.1"	25	14	20	95	16	24	19	24	35	8	9	14	8	28
"Sro525_g160100.1"	68	55	180	120	61	60	11	22	71	3	3	4	8	13
"Sro525_g160110.1"	19	10	15	29	4	7	17	0	22	3	19	14	4	23
"Sro525_g160120.1"	0	0	0	0	11	0	0	0	0	0	0	0	0	1
"Sro525_g160121.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro525_g160130.1"	4	2	7	5	0	0	0	10	0	1	2	0	1	9
"Sro525_g160140.1"	2	0	0	5	0	0	0	0	0	8	4	0	0	5
"Sro525_g160150.1"	0	0	0	1	0	8	0	0	0	0	0	0	0	0
"Sro525_g160160.1"	1	3	0	8	0	3	3	6	7	0	3	0	0	0
"Sro525_g160170.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro525_g160180.1"	7	5	0	1	9	10	1	4	2	0	0	2	0	0
"Sro525_g160190.1"	0	0	0	0	0	0	0	3	0	0	1	0	1	0
"Sro525_g160200.1"	2	1	8	15	39	15	4	3	16	26	4	3	0	1
"Sro525_g160210.1"	6	0	20	4	34	5	5	0	2	2	7	0	0	4
"Sro525_g160220.1"	0	0	0	2	0	6	4	0	0	2	1	0	0	1
"Sro525_g160230.1"	0	0	0	0	8	0	0	0	0	0	0	0	2	0
"Sro525_g160240.1"	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"Sro526_g160250.1"	5	0	6	0	0	0	0	0	0	0	0	0	4	0
"Sro526_g160260.1"	4	3	6	2	0	0	1	4	5	0	0	0	0	0
"Sro526_g160270.1"	0	0	0	5	7	0	0	0	3	4	0	0	0	0
"Sro526_g160280.1"	5	0	0	0	0	0	0	0	5	0	0	0	0	0
"Sro526_g160290.1"	6	2	12	16	56	0	3	7	6	0	2	4	0	6
"Sro526_g160300.1"	1	4	3	0	4	0	0	0	0	0	0	0	0	0
"Sro526_g160310.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro526_g160320.1"	0	0	0	1	3	0	0	0	0	0	0	0	0	0
"Sro526_g160330.1"	6	5	13	1	6	3	3	1	12	0	0	0	4	1
"Sro526_g160340.1"	2	0	0	7	13	0	3	2	3	3	1	3	0	0
"Sro526_g160350.1"	4	0	9	3	15	0	0	0	0	0	0	0	0	0
"Sro526_g160360.1"	10	6	39	31	28	22	10	10	25	0	5	11	1	12
"Sro526_g160370.1"	0	0	0	0	0	5	0	0	0	0	0	0	0	2
"Sro526_g160380.1"	17	5	9	14	119	9	6	1	5	7	0	12	2	4
"Sro526_g160390.1"	22	18	52	65	82	22	26	21	72	1	16	8	7	29
"Sro526_g160400.1"	0	0	6	4	0	0	0	0	0	0	0	10	0	0
"Sro526_g160410.1"	39	39	174	76	86	27	7	13	39	14	34	4	24	54
"Sro526_g160420.1"	0	2	0	0	0	3	0	0	0	2	5	0	0	0
"Sro526_g160420.2"	6	0	8	0	0	0	4	0	1	0	0	0	0	0
"Sro526_g160430.1"	0	4	0	0	3	2	0	0	0	0	0	0	0	0
"Sro526_g160440.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro526_g160450.1"	15	13	16	3	16	4	8	0	0	0	7	3	0	6
"Sro526_g160460.1"	4	4	12	8	65	0	0	0	0	0	0	0	0	0
"Sro526_g160470.1"	24	4	0	9	39	10	1	8	36	0	0	6	0	10
"Sro526_g160480.1"	0	0	0	0	0	4	0	0	0	0	0	0	0	0
"Sro526_g160490.1"	0	3	6	18	2	10	3	0	9	4	4	0	0	2
"Sro526_g160500.1"	26	8	80	114	34	59	24	17	51	17	14	18	7	49
"Sro526_g160510.1"	51	17	62	117	16	14	13	13	43	10	12	11	8	40
"Sro526_g160520.1"	0	2	0	7	0	0	0	0	0	0	0	0	0	0
"Sro526_g160530.1"	0	1	0	0	0	2	0	0	0	0	0	0	0	2
"Sro527_g160540.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro527_g160550.1"	18	4	40	82	41	31	9	21	41	10	25	10	2	18
"Sro527_g160560.1"	20	15	78	57	95	4	6	17	15	0	5	8	2	6
"Sro527_g160570.1"	5	4	16	27	16	0	1	8	8	0	1	4	0	6
"Sro527_g160580.1"	0	0	0	15	0	2	0	0	2	4	0	4	0	0
"Sro527_g160580.2"	2	0	0	0	5	0	0	5	0	0	0	0	0	10
"Sro527_g160580.3"	1	2	0	10	0	0	0	0	0	0	0	0	0	0
"Sro527_g160590.1"	0	1	0	0	0	4	0	0	0	0	0	0	0	4
"Sro527_g160590.2"	2	0	0	4	0	0	0	0	10	0	0	0	0	0
"Sro527_g160600.1"	7	7	56	11	15	11	4	13	20	0	0	0	1	16
"Sro527_g160610.1"	23	10	50	69	34	15	12	11	43	0	28	17	11	48
"Sro527_g160620.1"	0	6	5	1	9	0	0	2	1	0	4	0	0	1
"Sro527_g160630.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro527_g160640.1"	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"Sro527_g160650.1"	5	0	4	2	8	0	4	0	6	0	6	6	3	1
"Sro527_g160660.1"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Sro527_g160670.1"	1	0	0	2	0	0	0	0	1	0	0	0	0	0
"Sro527_g160680.1"	11	8	0	4	0	2	2	3	2	0	0	0	9	1
"Sro527_g160690.1"	4	1	0	0	0	0	0	0	0	1	0	0	0	0
"Sro527_g160700.1"	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"Sro527_g160710.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro527_g160720.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro527_g160730.1"	8	8	3	14	9	0	0	12	9	0	3	0	0	1
"Sro527_g160740.1"	15	5	35	18	0	0	1	0	10	6	2	3	0	0
"Sro527_g160750.1"	8	11	41	55	10	0	2	11	15	0	7	7	2	4
"Sro527_g160751.1"	21	8	16	72	44	38	27	18	50	5	38	20	13	47
"Sro527_g160760.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro528_g160770.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro528_g160780.1"	0	0	0	0	0	0	0	0	5	0	0	0	0	0
"Sro528_g160790.1"	395	176	579	962	438	409	185	257	578	71	290	148	125	409
"Sro528_g160800.1"	13	6	13	11	1	7	2	0	20	3	0	2	0	7
"Sro528_g160810.1"	28	36	48	43	20	17	28	22	36	4	30	7	9	40
"Sro528_g160820.1"	5	2	0	4	12	0	1	1	1	0	0	0	0	0
"Sro528_g160830.1"	4	10	29	42	21	10	9	5	13	0	5	6	9	25
"Sro528_g160840.1"	0	0	0	0	0	0	0	0	6	0	0	0	0	0
"Sro528_g160840.2"	8	5	9	9	8	5	6	0	0	0	0	0	3	1
"Sro528_g160850.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro528_g160860.1"	7	2	8	13	4	4	5	8	0	0	0	0	0	3
"Sro528_g160870.1"	8	2	10	4	1	5	0	2	0	0	0	0	1	15
"Sro528_g160880.1"	12	3	1	7	0	0	2	0	1	0	16	1	0	2
"Sro528_g160890.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro528_g160900.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro529_g160910.1"	3	4	14	17	4	0	0	5	20	11	16	0	5	30
"Sro529_g160920.1"	68	38	129	122	92	102	24	47	77	30	32	12	6	54
"Sro529_g160930.1"	0	0	0	0	4	0	0	0	6	0	0	0	0	0
"Sro529_g160940.1"	12	11	15	19	12	1	5	2	18	0	7	3	0	6
"Sro529_g160950.1"	45	30	57	52	56	25	4	6	38	5	21	11	3	64
"Sro529_g160960.1"	10	13	24	23	13	0	3	16	10	0	5	6	0	4
"Sro529_g160970.1"	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"Sro529_g160980.1"	0	0	3	0	0	5	4	0	0	0	0	0	0	0
"Sro529_g160990.1"	8	0	4	0	12	0	0	0	0	0	0	1	0	0
"Sro529_g161000.1"	0	0	0	3	11	0	0	0	0	0	3	3	0	0
"Sro529_g161010.1"	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"Sro529_g161020.1"	4	0	9	4	8	0	0	2	9	0	0	0	0	5
"Sro529_g161030.1"	19	15	38	125	57	29	9	16	68	1	12	3	2	25
"Sro529_g161040.1"	0	6	12	1	0	0	2	0	0	0	0	0	0	0
"Sro529_g161050.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro529_g161060.1"	167	203	413	851	326	190	150	166	424	62	267	95	117	527
"Sro529_g161070.1"	3	2	0	8	0	0	1	3	0	0	0	0	0	0
"Sro529_g161080.1"	0	0	0	0	0	0	0	0	0	0	4	0	0	0
"Sro529_g161090.1"	22	24	56	26	5	2	1	8	0	11	13	1	5	3
"Sro529_g161100.1"	5	3	14	15	7	0	4	0	4	1	1	0	0	16
"Sro52_g030800.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g030810.1"	10	0	0	4	0	2	0	2	3	0	7	0	0	0
"Sro52_g030811.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g030820.1"	0	0	8	20	0	0	0	5	9	5	4	0	1	7
"Sro52_g030830.1"	0	3	6	23	8	1	7	1	2	5	12	5	5	64
"Sro52_g030840.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g030850.1"	12	3	0	8	5	1	0	2	1	0	6	0	0	0
"Sro52_g030860.1"	0	0	6	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g030870.1"	10	14	0	4	0	0	0	2	11	0	0	0	5	11
"Sro52_g030880.1"	0	0	0	0	2	0	0	2	2	0	0	0	0	5
"Sro52_g030890.1"	1	3	0	2	13	0	0	1	0	0	6	0	0	0
"Sro52_g030900.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g030910.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g030920.1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g030930.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g030940.1"	11	6	19	17	23	10	3	0	0	2	3	0	7	19
"Sro52_g030950.1"	5	2	10	3	0	5	0	4	5	0	0	7	0	0
"Sro52_g030960.1"	634	728	979	2430	1938	1100	581	684	1932	398	1111	511	482	1954
"Sro52_g030970.1"	14	13	43	48	42	17	10	19	29	23	7	10	1	9
"Sro52_g030980.1"	17	0	0	0	27	0	11	0	0	0	0	8	7	0
"Sro52_g030980.2"	0	10	61	43	3	19	0	23	27	10	17	0	0	0
"Sro52_g030990.1"	5	3	39	3	3	2	6	3	1	0	0	0	0	7
"Sro52_g031000.1"	5	6	19	24	5	4	10	6	17	0	6	2	0	17
"Sro52_g031010.1"	18	15	41	47	2	10	2	0	52	0	3	6	0	20
"Sro52_g031020.1"	0	2	22	3	3	0	2	10	0	0	0	0	0	2
"Sro52_g031021.1"	0	2	21	7	0	0	9	0	3	0	0	0	0	0
"Sro52_g031030.1"	16	8	8	63	7	21	1	8	50	7	3	5	0	11
"Sro52_g031040.1"	16	16	25	45	44	30	1	9	24	0	5	2	4	4
"Sro52_g031050.1"	15	13	32	12	54	10	6	5	11	0	9	7	5	8
"Sro52_g031060.1"	7	0	0	0	0	2	0	0	0	0	0	0	0	0
"Sro52_g031070.1"	3	0	0	5	3	10	2	6	6	0	3	0	4	1
"Sro52_g031080.1"	0	0	0	2	5	0	0	2	0	0	0	1	0	0
"Sro52_g031090.1"	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"Sro52_g031100.1"	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"Sro52_g031110.1"	292	118	455	631	385	226	132	165	446	34	157	139	90	408
"Sro52_g031120.1"	7	6	7	29	16	7	5	1	13	0	0	2	7	34
"Sro52_g031130.1"	2	5	15	7	0	14	3	0	3	2	7	0	0	9
"Sro52_g031140.1"	14	8	37	30	5	17	8	4	25	8	23	4	6	16
"Sro52_g031150.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g031160.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g031170.1"	3	0	0	0	4	0	0	0	0	0	0	0	0	0
"Sro52_g031180.1"	9	3	13	37	18	7	17	15	32	5	32	7	2	36
"Sro52_g031190.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro52_g031200.1"	0	3	0	3	5	0	0	4	9	8	3	2	0	1
"Sro52_g031210.1"	0	0	0	0	5	0	0	6	0	2	0	7	0	0
"Sro52_g031220.1"	3	1	0	1	1	0	0	0	0	0	0	0	0	0
"Sro52_g031230.1"	9	0	25	34	0	6	3	16	0	0	4	0	3	11
"Sro52_g031240.1"	21	22	59	43	15	19	12	14	17	7	5	0	5	10
"Sro52_g031241.1"	0	0	0	1	0	0	0	0	1	0	0	0	0	0
"Sro530_g161110.1"	29	8	48	12	4	1	4	5	7	6	0	0	0	0
"Sro530_g161120.1"	4	0	8	6	0	7	0	0	0	0	0	0	0	0
"Sro530_g161130.1"	61	32	177	53	29	26	6	13	26	4	8	3	4	5
"Sro530_g161140.1"	266	127	428	393	150	174	79	90	169	59	82	43	23	85
"Sro530_g161150.1"	22	25	63	30	35	22	18	12	38	9	23	0	0	37
"Sro530_g161160.1"	14	2	0	6	4	6	2	2	0	0	0	0	0	6
"Sro530_g161170.1"	2	0	0	5	7	2	5	4	0	4	3	0	0	0
"Sro530_g161180.1"	47	16	85	37	17	21	20	4	9	8	0	7	0	4
"Sro530_g161190.1"	20	14	62	80	48	42	6	31	35	7	7	15	12	15
"Sro530_g161200.1"	16	6	11	15	12	12	8	2	4	0	2	3	0	11
"Sro530_g161210.1"	0	0	0	1	0	0	0	0	2	0	0	0	0	0
"Sro530_g161220.1"	3	1	10	11	4	7	1	0	9	0	0	0	0	0
"Sro530_g161230.1"	28	22	47	104	79	72	16	44	71	4	29	5	21	41
"Sro530_g161240.1"	62	32	120	159	121	63	64	93	121	11	42	69	38	76
"Sro530_g161250.1"	5	0	3	5	19	0	0	0	0	0	0	1	0	0
"Sro530_g161260.1"	14	6	20	27	1	30	7	6	5	0	0	1	14	6
"Sro530_g161270.1"	9	1	19	5	3	3	0	3	0	0	0	3	0	3
"Sro530_g161280.1"	14	2	0	5	23	0	2	0	4	2	1	0	0	4
"Sro530_g161290.1"	127	57	157	159	179	91	35	40	78	11	23	14	15	73
"Sro530_g161300.1"	33	58	107	95	11	20	34	25	31	11	27	15	11	42
"Sro530_g161310.1"	19	8	86	22	14	20	9	13	14	2	0	7	23	25
"Sro530_g161320.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro530_g161330.1"	53	54	111	139	146	25	21	31	73	21	38	26	15	76
"Sro531_g161340.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro531_g161350.1"	28	39	53	183	2	2	2	10	54	5	14	10	0	28
"Sro531_g161360.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro531_g161370.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro532_g161380.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro532_g161390.1"	0	1	2	3	0	0	0	3	0	0	0	0	4	0
"Sro532_g161400.1"	26	8	49	20	16	11	2	12	16	0	0	3	0	6
"Sro532_g161410.1"	5	0	0	0	8	0	0	0	0	0	0	0	0	0
"Sro532_g161420.1"	12	4	18	12	3	6	0	5	5	13	0	2	0	4
"Sro532_g161430.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro532_g161440.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro532_g161450.1"	28	11	0	19	16	24	16	21	41	8	5	2	14	11
"Sro532_g161460.1"	4	0	20	10	1	4	5	15	14	0	1	0	0	4
"Sro532_g161470.1"	0	0	0	1	7	4	0	0	0	1	0	0	0	0
"Sro532_g161480.1"	0	2	11	0	4	0	2	7	0	0	0	0	0	0
"Sro532_g161490.1"	9	17	13	21	7	34	2	5	15	0	0	0	0	4
"Sro532_g161500.1"	6	6	12	12	15	17	14	5	14	0	0	6	2	0
"Sro532_g161510.1"	6	0	0	14	0	0	4	10	16	0	7	3	0	2
"Sro532_g161520.1"	0	2	7	0	0	0	0	1	0	0	5	0	0	0
"Sro532_g161530.1"	4	0	9	11	0	0	0	0	12	3	0	0	0	6
"Sro532_g161540.1"	19	4	36	28	17	12	7	4	5	0	0	0	3	4
"Sro533_g161550.1"	8	13	7	20	23	3	9	18	37	13	19	0	5	25
"Sro533_g161560.1"	4	4	10	16	2	6	0	3	7	0	0	0	4	6
"Sro533_g161570.1"	3	2	7	10	6	0	0	1	0	4	0	1	0	0
"Sro533_g161580.1"	24	15	28	68	33	19	6	6	19	8	18	0	14	36
"Sro533_g161590.1"	47	28	71	123	32	25	11	21	51	3	16	5	15	27
"Sro533_g161600.1"	0	0	7	9	4	2	0	0	0	0	0	0	0	2
"Sro533_g161600.2"	0	0	0	0	6	0	0	0	0	0	0	0	6	0
"Sro533_g161610.1"	22	12	69	34	29	10	1	24	14	3	15	6	4	14
"Sro533_g161620.1"	8	3	10	7	18	16	11	11	32	1	3	0	6	9
"Sro533_g161630.1"	0	7	0	0	9	5	0	0	0	0	0	0	0	1
"Sro533_g161630.2"	22	4	17	15	0	0	13	2	12	0	6	0	0	0
"Sro533_g161640.1"	22	24	36	97	149	102	55	59	82	22	21	26	14	55
"Sro533_g161650.1"	103	78	167	324	242	206	110	69	297	59	93	64	50	265
"Sro533_g161660.1"	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"Sro533_g161670.1"	10	2	0	17	0	9	7	0	0	0	0	6	5	0
"Sro533_g161680.1"	50	69	63	312	126	103	59	88	82	23	34	39	21	245
"Sro533_g161690.1"	72	58	126	362	124	132	38	95	256	19	52	36	46	384
"Sro533_g161700.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro534_g161710.1"	3	9	22	6	0	4	4	1	2	0	7	0	0	0
"Sro534_g161720.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro534_g161730.1"	0	5	0	0	0	0	0	0	5	0	0	0	0	0
"Sro534_g161740.1"	10	3	10	32	3	10	2	7	10	0	0	0	1	8
"Sro534_g161750.1"	7	10	14	4	1	15	7	0	7	0	5	7	0	41
"Sro534_g161760.1"	3	1	0	0	0	0	2	11	1	0	0	0	0	6
"Sro534_g161770.1"	10	3	7	12	17	17	2	0	45	0	3	7	11	27
"Sro534_g161780.1"	6	21	114	130	73	69	15	28	87	42	41	36	36	311
"Sro534_g161790.1"	0	2	6	17	3	6	2	0	5	0	0	0	0	2
"Sro534_g161800.1"	15	0	0	7	0	0	0	5	0	0	0	2	0	0
"Sro534_g161810.1"	0	6	4	4	11	0	5	0	9	0	0	3	0	0
"Sro534_g161811.1"	1	0	0	6	0	0	2	4	0	0	0	0	0	0
"Sro534_g161820.1"	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"Sro534_g161830.1"	0	16	1	1	2	0	1	14	0	0	9	0	13	1
"Sro534_g161840.1"	0	0	0	1	9	0	0	0	0	0	0	0	5	1
"Sro535_g161850.1"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Sro535_g161860.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro535_g161870.1"	5	9	28	40	24	3	4	20	16	0	0	6	1	8
"Sro535_g161880.1"	3	0	25	4	0	0	4	0	7	0	0	0	0	0
"Sro535_g161890.1"	0	4	0	3	1	0	2	0	0	0	0	0	0	1
"Sro535_g161900.1"	81	70	117	221	65	27	25	39	56	19	37	28	0	39
"Sro535_g161910.1"	7	2	32	15	42	5	1	6	15	0	13	1	0	8
"Sro535_g161920.1"	0	0	0	1	3	0	1	2	3	0	0	0	0	5
"Sro535_g161930.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro535_g161940.1"	143	87	211	275	803	76	98	114	128	27	43	83	33	110
"Sro535_g161950.1"	12	7	32	17	33	9	7	0	10	17	0	6	0	7
"Sro535_g161960.1"	1	0	0	6	0	9	0	0	2	0	0	0	0	4
"Sro535_g161970.1"	30	31	113	208	85	58	21	26	143	8	64	14	28	172
"Sro535_g161980.1"	18	17	0	35	0	17	12	4	30	5	15	1	2	5
"Sro535_g161990.1"	1	3	3	0	0	0	2	0	0	0	0	0	0	2
"Sro535_g162000.1"	0	3	5	4	9	0	0	2	0	0	0	0	0	0
"Sro535_g162010.1"	0	4	7	16	4	0	2	5	7	0	6	3	0	4
"Sro535_g162011.1"	18	7	23	50	66	56	24	24	25	3	41	26	2	79
"Sro535_g162020.1"	19	9	22	23	7	7	1	8	12	3	10	6	0	9
"Sro535_g162030.1"	14	6	27	48	3	0	5	11	13	0	0	4	0	19
"Sro536_g162040.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro536_g162050.1"	20	11	93	39	24	15	9	7	24	3	3	8	4	10
"Sro536_g162060.1"	3	0	0	13	6	0	0	8	0	0	0	1	5	1
"Sro536_g162070.1"	8	2	10	4	7	0	1	6	0	5	0	5	2	7
"Sro536_g162080.1"	23	4	13	17	7	0	6	4	5	0	3	3	0	3
"Sro536_g162090.1"	4	4	38	16	4	12	4	14	16	0	0	3	19	19
"Sro536_g162100.1"	0	0	0	2	0	0	0	0	0	0	0	0	0	5
"Sro536_g162110.1"	33	22	41	47	38	18	14	17	40	7	3	13	4	22
"Sro536_g162120.1"	46	41	93	139	72	46	41	61	109	37	28	23	13	103
"Sro536_g162130.1"	45	8	56	34	48	25	18	17	18	4	0	6	8	7
"Sro536_g162140.1"	26	16	62	92	83	31	17	65	42	14	33	19	15	54
"Sro536_g162150.1"	32	21	80	82	42	36	20	17	79	4	5	22	7	39
"Sro536_g162160.1"	118	121	186	298	146	95	68	68	97	17	70	39	24	99
"Sro536_g162170.1"	4	0	0	6	0	0	2	3	0	0	5	0	0	0
"Sro536_g162180.1"	57	77	160	149	67	17	29	49	92	18	41	25	19	86
"Sro536_g162190.1"	33	39	42	77	95	62	35	57	111	0	47	12	30	70
"Sro536_g162200.1"	160	79	194	364	116	128	76	84	254	23	95	16	42	110
"Sro536_g162210.1"	37	46	133	71	25	15	18	26	41	8	0	0	0	5
"Sro536_g162220.1"	418	290	620	1068	514	395	224	299	687	143	288	134	94	457
"Sro536_g162230.1"	28	18	55	30	34	7	9	2	25	4	5	14	4	28
"Sro536_g162240.1"	97	52	103	172	51	37	29	72	78	11	32	33	21	54
"Sro537_g162250.1"	0	0	8	4	0	0	4	0	0	0	0	0	0	2
"Sro537_g162260.1"	16	1	21	12	28	22	1	11	32	0	2	9	5	12
"Sro537_g162270.1"	18	9	0	10	13	12	4	14	12	0	0	0	10	7
"Sro537_g162280.1"	57	30	87	56	46	19	22	18	26	0	16	12	0	29
"Sro537_g162290.1"	63	45	80	297	126	121	17	33	95	40	111	23	37	158
"Sro537_g162300.1"	51	62	109	190	122	69	38	44	106	35	101	11	17	82
"Sro537_g162310.1"	5	0	19	7	10	3	0	6	1	0	0	0	0	2
"Sro537_g162320.1"	4	6	31	8	0	1	1	0	22	0	0	0	4	2
"Sro537_g162330.1"	0	8	18	3	1	0	1	1	3	0	9	0	2	2
"Sro537_g162340.1"	89	66	175	256	128	62	39	87	121	45	39	14	19	195
"Sro537_g162350.1"	92	54	142	217	87	108	38	50	101	31	60	21	25	31
"Sro537_g162360.1"	61	46	85	185	70	47	38	39	65	7	31	13	19	55
"Sro537_g162370.1"	60	28	43	71	54	43	17	15	26	2	28	2	5	38
"Sro537_g162371.1"	1	1	15	9	0	7	0	4	0	0	0	4	0	6
"Sro537_g162380.1"	16	0	0	11	2	16	0	0	0	0	4	0	0	2
"Sro537_g162390.1"	0	0	18	0	0	0	0	0	5	0	0	0	0	3
"Sro537_g162390.2"	79	65	90	188	126	53	32	59	125	9	44	32	9	116
"Sro537_g162400.1"	25	39	110	34	35	9	9	7	10	0	7	9	8	6
"Sro537_g162410.1"	4	1	0	8	0	0	1	0	7	0	7	2	0	1
"Sro537_g162420.1"	165	150	478	321	372	86	57	70	136	49	99	36	22	110
"Sro537_g162430.1"	0	4	0	1	0	1	2	0	0	0	0	0	0	0
